Id,title,distributor,Genre,leadActor,Actor popularity,director,Director popularity,Sentiment,num_theaters,runtime_mins,releaseYear,CULT_INDEX,CPI,prod_budget_ADJ,rev_totalGross_ADJ
3808,xXx,Sony (Revolution),Action,Vin Diesel,10.781244,Rob Cohen,2.814906,1,3374,113,2002,2.13E-11,179.9,92607003.89,310986358.8
3706,Hollywood Ending,DreamWorks,Comedy,Woody Allen,6.337672,Woody Allen,6.216602,1,765,114,2002,1.56E-09,179.9,1320047.542,10615189.45
3749,The Quiet American,Miramax,Drama / Thriller,Michael Caine,6.610823,Phillip Noyce,1.220507,1,6,118,2002,0.0002094555971,179.9,39688715.95,28424160.82
3682,Drumline,Fox,Music Drama,Nick Cannon,1.233981,Charles Stone III,1.003841,1,1836,118,2002,1.93E-10,179.9,26459143.97,123421667.3
1249,The Bourne Identity,Universal,Action Thriller,Richard Chamberlain,2.345271,Roger Young,2.185549,1,2638,118,2002,6.27E-11,179.9,79377431.91,266239450.7
3636,About Schmidt,New Line,Comedy / Drama,Jack Nicholson,7.139274,Alexander Payne,2.202959,1,6,124,2002,6.22E-14,179.9,39688715.95,142278983.1
3694,The Four Feathers,Paramount,War Drama,Heath Ledger,6.430554,Shekhar Kapur,1.008527,1,1912,125,2002,2.04E-10,179.9,46303501.95,40060464.88
1668,The Rookie,Buena Vista,Sports Drama,Clint Eastwood,7.528723,Clint Eastwood,9.257473,1,2511,129,2002,1.17E-10,179.9,29105058.37,165440105.2
3807,Windtalkers,MGM,War,Nicolas Cage,7.620036,John Woo,2.255472,1,2898,134,2002,6.70E-11,179.9,152140077.8,89534672.88
3906,Marci X,Paramount,Comedy,Lisa Kudrow,7.672341,Richard Benjamin,1.547167,-1,1200,73,2003,1.80E-09,184,25869565.22,3371667.928
3933,Piglet s Big Movie,Buena Vista,Animation,Peter Cullen,2.689365,Francis Glebas,1.8,-1,2084,75,2003,2.98E-10,184,73728260.87,47244189.69
3860,Elephant,Fine Line,Drama / Thriller,Alex Frost,1.037303,Gus Van Sant,2.540391,-1,6,81,2003,2.42E-05,184,322177.9677,2590796.28
3940,Rugrats Go Wild,Paramount,Animation,Elizabeth Daily,1.12,"John Eng, Norton Virgien",1.025251,-1,3041,81,2003,9.70E-11,184,32336956.52,80574319.48
3859,Dysfunktional Family,Miramax,Concert,Eddie Griffin,3.33238,George Gallo,1.038561,-1,602,84,2003,3.21E-09,184,573429.8139,4611249.5
3851,Darkness Falls,Sony (Revolution),Horror,Chaney Kley,1.042336,Jonathan Liebesman,2.142815,-1,2837,85,2003,7.93E-11,184,14228260.87,66564349.68
3918,My Boss s Daughter,Dimension Films,Comedy,Ashton Kutcher,4.258537,David Zucker,1.906881,-1,2201,86,2003,3.00E-10,184,18108695.65,31799432.16
3889,Identity,Sony / Columbia,Thriller,John Cusack,2.933359,James Mangold,2.734288,-1,2733,87,2003,7.25E-11,184,36217391.3,106661035.2
3913,The Medallion,TriStar,Action Comedy,Jackie Chan,9.499882,Gordon Chan,2.133329,-1,2648,88,2003,1.28E-10,184,5650179.492,45436025.72
3902,The Lizzie McGuire Movie,Buena Vista,Family Adventure,Hilary Duff,3.869468,Jim Fall,1.460992,-1,2825,90,2003,5.03E-11,184,21989130.43,87387687.03
3922,Old School,DreamWorks,Comedy,Luke Wilson,2.648228,Todd Phillips,1.678472,-1,2689,91,2003,9.23E-11,184,31043478.26,154563956.7
3820,Bad Santa,Dimension Films,Crime Comedy,Billy Bob Thornton,7.219093,Terry Zwigoff,1.144747,-1,2005,93,2003,1.98E-10,184,29750000,122817364.7
3657,Cabin Fever,Lions Gate,Horror Comedy,Rider Strong,1.019428,Eli Roth,3.404499,-1,2087,94,2003,1.36E-10,184,19402173.91,43266378.64
3858,Duplex,Miramax,Comedy,Ben Stiller,9.085143,Danny DeVito,6.239419,-1,2189,97,2003,2.08E-10,184,51739130.43,19819446.86
3821,Basic,Sony / Columbia,Thriller,John Travolta,10.008903,John McTiernan,2.774569,-1,2876,98,2003,7.03E-11,184,36217391.3,54789641.66
3864,Final Destination 2,New Line,Horror,Ali Larter,4.666149,David R. Ellis,1.601444,-1,2834,100,2003,6.46E-11,184,25869565.22,96030986.51
3892,Intolerable Cruelty,Universal,Romantic Comedy,George Clooney,10.262565,Joel and Ethan Coen,3.270991,-1,2564,100,2003,8.78E-11,184,8983560.261,72241466.5
3847,Cradle 2 the Grave,Warner Bros.,Action,Jet Li,5.698642,Andrzej Bartkowiak,1.113847,-1,2625,100,2003,4.84E-11,184,32336956.52,70983278.38
3904,Love Don t Cost a Thing,Warner Bros.,Romantic Comedy,Nick Cannon,1.233981,Troy Beyer,1.00223,-1,1844,100,2003,2.98E-10,184,5575174.033,44832849.75
3855,Down with Love,Fox,Romantic Comedy,Ewan McGregor,10.082346,Peyton Reed,5.267121,-1,1,101,2003,2.40E-15,184,23282608.7,41522207.77
3775,Spun,Newmarket,Crime Drama,Jason Schwartzman,1.863446,Jonas Åkerlund,1.325398,-1,1,101,2003,0.001788830313,184,104544.7625,840697.2431
3832,Bruce Almighty,Universal,Fantasy Comedy,Jim Carrey,8.612773,Tom Shadyac,3.103442,-1,3483,101,2003,1.51E-11,184,104771739.1,496561555.8
3845,The Cooler,Lions Gate,Crime Drama,William H. Macy,4.371691,Wayne Kramer,1.184288,-1,11,101,2003,4.53E-05,184,2108490.54,16955435.58
3903,Lost in Translation,Focus Features,Comedy,Bill Murray,7.206658,Sofia Coppola,2.264297,-1,23,102,2003,1.30E-14,184,5173913.043,91172792.84
3926,The Order,Fox,Horror Thriller,Heath Ledger,6.430554,Brian Helgeland,1.979656,-1,1975,102,2003,1.97E-10,184,1948085.249,15665582.19
3833,Bulletproof Monk,MGM,Action,Chow Yun-fat,4.597708,Paul Hunter,1.021168,-1,2955,103,2003,1.06E-10,184,67260869.57,47766221.99
3949,Shattered Glass,Lions Gate,Drama,Hayden Christensen,5.683021,Billy Ray,1.920641,-1,8,103,2003,4.62E-05,184,564532.9246,4539694.359
3942,The Rundown,Universal,Action Comedy,The Rock,1.000088,Peter Berg,2.221866,-1,3152,104,2003,4.40E-11,184,109945652.2,97595596.76
3938,The Recruit,Buena Vista,Action Thriller,Al Pacino,13.247761,Roger Donaldson,2.028147,-1,2376,105,2003,8.36E-11,184,13427205.49,107975096.1
3927,Out of Time,MGM,Crime Thriller,Denzel Washington,7.858595,Carl Franklin,1.748993,-1,3076,105,2003,5.10E-11,184,64673913.04,84022579.14
3886,The Human Stain,Miramax,Drama,Anthony Hopkins,11.137795,Robert Benton,2.078561,-1,160,110,2003,3.14E-08,184,38804347.83,11005463.67
3917,Monster,Newmarket,Drama / Thriller,Charlize Theron,12.618826,Patty Jenkins,1.060925,-1,4,111,2003,1.47E-16,184,10347826.09,70486087.53
3826,Biker Boyz,DreamWorks,Action / Crime,Laurence Fishburne,7.992839,Reggie Rock Bythewood,1.000001,-1,1766,111,2003,1.22E-10,184,31043478.26,45144791.06
3899,The League of Extraordinary Gentlemen,Fox,Period Adventure,Sean Connery,10.590003,Stephen Norrington,2.494854,-1,3002,112,2003,4.16E-11,184,100891304.3,135914695.7
3961,Under the Tuscan Sun,Buena Vista,Romance,Diane Lane,7.256166,Audrey Wells,1.048705,-1,1226,113,2003,3.74E-10,184,23282608.7,89179567.46
59,Luther,RS,Historical Drama,Stacy Keach,4.87267,Guy Green,1.00202,-1,400,115,2003,1.75E-08,184,38804347.83,11842686.63
3960,Timeline,Paramount,Sci-Fi Adventure,Paul Walker,9.906356,Richard Donner,2.987034,-1,2787,116,2003,9.81E-11,184,103478260.9,39838625.24
3854,Le Divorce,Fox Searchlight,Romantic Comedy,Kate Hudson,3.701038,James Ivory,1.046887,-1,34,117,2003,3.97E-17,184,2199640.501,18569853.46
3811,21 Grams,Focus Features,Drama,Sean Penn,3.381866,Alejandro González Iñárritu,1.460763,-1,8,125,2003,2.70E-05,184,25869565.22,33312394.37
3824,Beyond Borders,Paramount,Romance,Angelina Jolie,7.674029,Martin Campbell,1.907072,-1,1798,127,2003,5.71E-10,184,45271739.13,9059113.535
3953,Something s Gotta Give,Sony / Columbia,Romantic Comedy,Jack Nicholson,7.139274,Nancy Meyers,2.03245,-1,2677,128,2003,1.81E-10,184,103478260.9,255057796.3
3901,The Life of David Gale,Universal,Drama / Thriller,Kevin Spacey,9.394091,Alan Parker,3.364691,-1,2002,130,2003,1.97E-10,184,49152173.91,40807202.35
4740,Pirates of the Caribbean: At World s End,Buena Vista,Period Adventure,Johnny Depp,24.092727,Gore Verbinski,2.028421,-1,3269,135,2003,4.30E-11,184,181086956.5,624540920.9
3846,The Core,Paramount,Action Drama,Aaron Eckhart,7.290285,Jon Amiel,1.059766,-1,3017,136,2003,7.12E-11,184,77608695.65,63774083.63
3910,The Matrix Reloaded,Warner Bros.,Sci-Fi Action,Keanu Reeves,20.75785,"Andy Wachowski, Larry Wachowski",2.010844,-1,3603,138,2003,9.28E-12,184,194021739.1,575795705.1
3898,The Last Samurai,Warner Bros.,War,Tom Cruise,17.84187,Edward Zwick,4.77687,-1,2908,154,2003,6.49E-11,184,181086956.5,227244140.1
3871,Gods and Generals,Warner Bros.,War,Jeff Daniels,5.342622,Ronald F. Maxwell,1.000005,-1,1533,210,2003,3.84E-10,184,72434782.61,26344311.74
3972,The Young Black Stallion,Buena Vista,IMAX,Biana Tamimi,1.004536,Simon Wincer,1.00538,0,51,45,2003,3.34E-07,184,1716831.744,13805915.37
3905,Malibu s Most Wanted,Warner Bros.,Comedy,Jamie Kennedy,3.035803,John Whitesell,1.003718,0,2503,80,2003,8.64E-11,184,19402173.91,70410407.82
3932,Pieces of April,United Artists,Comedy / Drama,Katie Holmes,5.613963,Peter Hedges,1.000329,0,6,80,2003,0.0001797440109,184,388043.4783,5170865.014
3838,Chasing Papi,Fox,Romantic Comedy,Roselyn Sánchez,3.012256,Linda Mendoza,1.168762,0,585,80,2003,1.81E-09,184,23282608.7,12535337.2
3969,Wrong Turn,Fox,Horror,Desmond Harrington,3.124878,Rob Schmidt,1.000012,0,1615,81,2003,3.58E-10,184,162978260.9,31529883.67
3869,From Justin to Kelly,Fox,Musical,Justin Guarini,1,Robert Iscove,1.163306,0,2001,81,2003,3.34E-10,184,15521739.13,10079072.85
3830,Brother Bear,Buena Vista,Animation,Joaquin Phoenix,5.035696,"Aaron Blaise, Bob Walker",1.322713,0,2,85,2003,7.29E-14,184,73728260.87,174504152.8
3950,Sinbad: Legend of the Seven Seas,DreamWorks,Animation,Brad Pitt,15.471204,"Tim Johnson, Patrick Gilmore",1.680891,0,3086,86,2003,1.82E-10,184,77608695.65,54156010.99
3965,View from the Top,Miramax,Comedy,Gwyneth Paltrow,6.289331,Bruno Barreto,1.497391,0,2508,87,2003,1.27E-10,184,51739130.43,31929068.6
3897,Kangaroo Jack,Warner Bros.,Family Comedy,Jerry O Connell,2.045561,David McNally,1.526,0,2818,89,2003,8.64E-11,184,77608695.65,136875305.8
3944,Scary Movie 3,Dimension Films,Horror Comedy,Anna Faris,9.118138,David Zucker,1.906881,0,3505,90,2003,1.36E-11,184,62086956.52,224945578.4
3853,Dickie Roberts: Former Child Star,Paramount,Comedy,David Spade,3.399546,Sam Weisman,1.005505,0,2026,92,2003,2.53E-10,184,21989130.43,46498308.33
3848,Daddy Day Care,Sony (Revolution),Comedy,Eddie Murphy,6.557699,Steve Carr,2.26921,0,3370,92,2003,4.06E-11,184,77608695.65,213277060
3963,Uptown Girls,MGM,Comedy,Brittany Murphy,2.440884,Boaz Yakin,2.135391,0,2495,93,2003,1.17E-10,184,25869565.22,76034481.98
2435,The Hunted,Paramount,Action,Christopher Lambert,3.453812,J.F. Lawton,1.4,0,2516,94,2003,7.49E-11,184,71141304.35,70025753.96
3896,Just Married,Fox,Romantic Comedy,Ashton Kutcher,4.258537,Shawn Levy,2.447158,0,2766,95,2003,6.59E-11,184,23282608.7,114774433.6
3828,Boat Trip,Artisan,Comedy,Cuba Gooding,3.614902,Mort Nathan,1.33252,0,1714,95,2003,3.45E-10,184,25869565.22,17586397.66
3873,Gothika,Warner Bros.,Horror,Halle Berry,8.575546,Mathieu Kassovitz,3.156751,0,2382,95,2003,6.74E-11,184,51739130.43,122069446.6
3900,"Legally Blonde 2: Red, White & Blonde",MGM,Comedy,Reese Witherspoon,7.810618,Charles Herman-Wurmfeld,1.059956,0,3350,95,2003,5.45E-11,184,58206521.74,184422022.1
3861,Elf,New Line,Comedy,Will Ferrell,5.917895,Jon Favreau,4.263991,0,3337,95,2003,5.37E-11,184,42684782.61,354582629.5
3872,Good Boy!,MGM,Family Comedy,Liam Aiken,1.618956,John Hoffman,1.52,0,3225,96,2003,6.80E-11,184,23282608.7,77026773.8
3844,Confidence,Lions Gate,Crime Thriller,Edward Burns,2.690427,James Foley,3.934985,0,1871,98,2003,3.14E-10,184,19402173.91,25053378.64
3646,Better Luck Tomorrow,Paramount,Crime Drama,Parry Shen,1.000529,Justin Lin,4.159206,0,13,98,2003,2.25E-06,184,323369.5652,7775507.311
3868,Freddy vs. Jason,New Line,Horror Comedy,Robert Englund,2.105793,Ronny Yu,2.346117,0,3014,98,2003,2.07E-11,184,38804347.83,168955067.2
3875,The Haunted Mansion,Buena Vista,Family Adventure,Eddie Murphy,6.557699,Rob Minkoff,1.590598,0,3122,99,2003,4.12E-11,184,116413043.5,155100074.2
30,Willard,New Line,Horror,Bruce Davison,3.287772,Daniel Mann,1.4,0,1761,100,2003,2.43E-10,184,25869565.22,14081363.4
3816,American Wedding,Universal,Comedy,Jason Biggs,2.039212,Jesse Dylan,1.435305,0,3172,102,2003,2.96E-11,184,71141304.35,213825201.6
3883,How to Deal,New Line,Romance,Mandy Moore,9.053578,Clare Kilner,1.000257,0,2319,102,2003,1.81E-10,184,20695652.17,29027819.69
3865,Finding Nemo,Buena Vista,Animation,Albert Brooks,4.021803,"Andrew Stanton, Lee Unkrich",4.940109,0,3374,104,2003,2.04E-11,184,121586956.5,694683158.5
1334,Out of Time,MGM,Crime Thriller,Bill Maher,3.076114,Carl Franklin,1.748993,0,3076,105,2003,5.10E-11,184,64673913.04,84022579.14
3947,Secondhand Lions,New Line,Family Adventure,Michael Caine,6.610823,Tim McCanlies,1.011584,0,3013,107,2003,9.47E-11,184,38804347.83,86030863.16
3957,Terminator 3: Rise of the Machines,Warner Bros.,Sci-Fi Action,Arnold Schwarzenegger,9.295543,Jonathan Mostow,2.179873,0,3504,109,2003,2.21E-11,184,258695652.2,307493886.9
3893,It Runs in the Family,MGM,Comedy / Drama,Michael Douglas,6.125826,Fred Schepisi,1.038751,0,1207,109,2003,7.89E-10,184,1905120.268,15320061.57
3968,Wonderland,Lions Gate,Crime Drama,Val Kilmer,7.277254,James Cox,1.001221,0,5,109,2003,2.52E-05,184,269680.9103,2168640.989
3878,Hollywood Homicide,Sony (Revolution),Action Comedy,Harrison Ford,12.753239,Ron Shelton,1.194907,0,2840,111,2003,8.82E-11,184,97010869.57,63270619.03
3894,The Italian Job,Paramount,Action / Crime,Mark Wahlberg,10.552197,F. Gary Gray,3.487885,0,2633,111,2003,1.06E-10,184,77608695.65,217022376.2
2283,The Monster,Newmarket,Drama / Thriller,Roberto Benigni,4.099242,Roberto Benigni,3.058592,0,4,111,2003,1.47E-16,184,10347826.09,70486087.53
3943,S.W.A.T.,Sony / Columbia,Action Thriller,Samuel L. Jackson,15.183466,Clark Johnson,3.262814,0,3202,111,2003,2.66E-11,184,103478260.9,239119665.8
3677,Dark Blue,United Artists,Action / Crime,Kurt Russell,5.697005,Ron Shelton,1.194907,0,2176,113,2003,2.82E-10,184,19402173.91,18915940.51
3891,In the Cut,Sony / Screen Gems,Romantic Thriller,Meg Ryan,4.863958,Jane Campion,1.142314,0,6,113,2003,1.61E-17,184,911301.9734,9714506.03
4570,Underworld: Evolution,Sony / Screen Gems,Action Horror,Kate Beckinsale,10.593937,Len Wiseman,1.76253,0,2915,115,2003,3.77E-11,184,28456521.74,106274864
3916,Mona Lisa Smile,Sony (Revolution),Period Drama,Julia Roberts,8.000752,Mike Newell,4.586663,0,2677,117,2003,1.79E-10,184,84076086.96,130589240.3
3877,Holes,Buena Vista,Family Adventure,Shia LaBeouf,7.510942,Andrew Davis,1.209156,0,2331,117,2003,1.09E-10,184,25869565.22,137839701.1
3909,Matchstick Men,Warner Bros.,Crime,Nicolas Cage,7.620036,Ridley Scott,6.305603,0,2711,120,2003,7.95E-11,184,9385045.814,75470020.05
3825,Big Fish,Sony / Columbia,Fantasy Drama,Ewan McGregor,10.082346,Tim Burton,3.471375,0,6,125,2003,1.07E-13,184,90543478.26,136619141.2
3881,House of Sand and Fog,DreamWorks,Drama / Thriller,Jennifer Connelly,11.695456,Vadim Perelman,1.000008,0,2,126,2003,0.003139503778,184,213423913,26666084.93
3946,Seabiscuit,Universal,Sports Drama,Tobey Maguire,4.793836,Gary Ross,1.762152,0,1989,129,2003,1.39E-10,184,112532608.7,245956183.6
3856,Dreamcatcher,Warner Bros.,Sci-Fi Horror,Morgan Freeman,10.531708,Lawrence Kasdan,3.31339,0,2945,134,2003,5.07E-11,184,87956521.74,68944695.08
3885,Hulk,Universal,Action / Adventure,Eric Bana,7.854391,Ang Lee,2.198372,0,3660,135,2003,9.36E-12,184,177206521.7,270289225.8
4522,Pirates of the Caribbean: Dead Man s Chest,Buena Vista,Period Adventure,Johnny Depp,24.092727,Gore Verbinski,2.028421,0,3269,135,2003,4.30E-11,184,181086956.5,624540920.9
5373,Pirates of the Caribbean: On Stranger Tides,Buena Vista,Period Adventure,Johnny Depp,24.092727,Rob Marshall,1.722578,0,3269,135,2003,4.30E-11,184,181086956.5,624540920.9
3934,Pirates of the Caribbean: The Curse of the Black Pearl,Buena Vista,Period Adventure,Orlando Bloom,6.781459,Gore Verbinski,2.028421,0,3269,135,2003,4.30E-11,184,181086956.5,624540920.9
3920,Mystic River,Warner Bros.,Crime Drama,Sean Penn,3.381866,Clint Eastwood,9.257473,0,13,138,2003,1.03E-15,184,32336956.52,184317452.1
3924,Open Range,Buena Vista,Western,Robert Duvall,4.731385,Kevin Costner,6.708759,0,2075,139,2003,1.42E-10,184,28456521.74,119281581.3
360,The Return of the King,New Line,Fantasy,Orson Bean,1.738587,Jules Bass,1.013958,0,3703,200,2003,1.93E-11,184,121586956.5,770983176.9
3895,The Jungle Book 2,Buena Vista,Animation,John Goodman,6.352456,Steven Trenbirth,1.001627,1,2808,78,2003,1.30E-10,184,25869565.22,97953945.03
3931,Phone Booth,Fox,Thriller,Colin Farrell,7.075346,Joel Schumacher,2.130196,1,2481,81,2003,8.32E-11,184,16815217.39,95223246.92
3836,The Cat in the Hat,Universal,Family Comedy,Mike Myers,4.562793,Bo Welch,1.091656,1,3464,82,2003,1.99E-11,184,140989130.4,206840172.9
3822,The Battle of Shaker Heights,Miramax,Comedy,Shia La Beouf,7.510942,"Efram Potelle, Kyle Rankin",1.000412,1,5,85,2003,3.09E-05,184,51739130.43,573289.7599
3954,The Station Agent,Miramax,Drama,Peter Dinklage,9.451326,Tom McCarthy,2.097547,1,3,88,2003,0.0005729453346,184,38804347.83,11736449.98
3880,House of 1000 Corpses,Lions Gate,Horror,Sid Haig,1.40333,Rob Zombie,2.769267,1,595,88,2003,1.69E-18,184,9054347.826,25837233.79
3921,National Security,Sony / Columbia,Action Comedy,Martin Lawrence,4.939159,Dennis Dugan,1.573618,1,2729,90,2003,6.46E-11,184,9251470.473,74395887.25
3882,House of the Dead,Artisan,Horror,Jonathan Cherry,1.000308,Uwe Boll,1.012556,1,1520,92,2003,2.09E-10,184,15521739.13,20959650.38
24,The Pursuit of Happiness,The Martindale Group,Romantic Comedy,Michael Sarrazin,1.000452,Robert Mulligan,1.104562,1,1,93,2003,0.00593857176,184,1741.907262,14007.565
3964,Veronica Guerin,Buena Vista,Drama / Thriller,Cate Blanchett,12.56872,Joel Schumacher,2.130196,1,472,94,2003,8.91E-09,184,21989130.43,3213568.53
3879,Honey,Universal,Music Drama,Jessica Alba,6.669279,Bille Woodruff,1.21631,1,1942,94,2003,9.44E-11,184,23282608.7,61977681.92
3699,The Guru,Universal,Romantic Comedy,Jimi Mistry,2.234443,Daisy von Scherler Mayer,1.000015,1,62,94,2003,1.33E-07,184,787165.4316,6330000.219
3887,The Hunted,Paramount,Action,Tommy Lee Jones,9.803711,William Friedkin,2.617655,1,2516,94,2003,7.49E-11,184,71141304.35,70025753.96
3876,Head of State,DreamWorks,Comedy,Chris Rock,2.754542,Chris Rock,5.002348,1,2151,95,2003,9.72E-11,184,455304347.8,77962317.59
3959,Thirteen,Fox Searchlight,Drama,Evan Rachel Wood,5.348931,Catherine Hardwicke,2.52748,1,5,95,2003,6.81E-05,184,2586956.522,9408672.831
3857,Dumb and Dumberer: When Harry Met Lloyd,New Line,Comedy,Derek Richardson,3.029427,Troy Miller,1.000005,1,2609,96,2003,8.56E-11,184,24576086.96,53732743.28
3923,Once Upon a Time in Mexico,Sony / Columbia,Action,Antonio Banderas,6.646268,Robert Rodriguez,3.501322,1,3282,97,2003,3.13E-11,184,37510869.57,115250114.1
3849,Daredevil,Fox,Action / Adventure,Ben Affleck,10.816353,Mark Steven Johnson,2.090013,1,3471,97,2003,1.82E-11,184,100891304.3,209691240
3928,Party Monster,Strand,Comedy Thriller,Seth Green,3.817321,"Fenton Bailey, Randy Barbato",1.000432,1,1,97,2003,0.003231163388,184,188913.9195,1519152.12
3839,Cheaper by the Dozen,Fox,Family Comedy,Steve Martin,4.050386,Shawn Levy,2.447158,1,3298,98,2003,5.53E-11,184,51739130.43,283452881
3967,Willard,New Line,Horror,Crispin Glover,1.492784,Glen Morgan,1.028116,1,1761,100,2003,2.43E-10,184,25869565.22,14081363.4
4837,The Eye,Palm,Foreign / Horror,Jessica Alba,6.669279,"David Moreau, Xavier Palud",1.006226,1,13,100,2003,1.02E-05,184,130210.5165,1047089
3874,Grind,Warner Bros.,Sports Comedy,Mike Vogel,3.624719,Casey La Scala,1.005228,1,2253,100,2003,3.61E-10,184,7760869.565,10477445.95
3817,Anger Management,Sony (Revolution),Comedy,Adam Sandler,7.883535,Peter Segal,2.47644,1,3551,101,2003,2.14E-11,184,97010869.57,277382143.5
3763,The Secret Lives of Dentists,Manhattan,Fantasy Drama,Campbell Scott,3.709695,Alan Rudolph,1.007531,1,12,101,2003,2.08E-05,184,942752.8651,7581151.835
3720,Laurel Canyon,Sony Classics,Drama,Frances McDormand,6.376993,Lisa Cholodenko,1.086444,1,10,101,2003,1.65E-05,184,19402173.91,7491196.684
3815,American Splendor,Fine Line,Comedy,Paul Giamatti,2.644065,"Robert Pulcini, Shari Springer Berman",1.091213,1,6,101,2003,3.93E-05,184,1528553.912,12291873.45
3810,2 Fast 2 Furious,Universal,Action,Paul Walker,9.906356,John Singleton,2.051703,1,3408,101,2003,1.46E-11,184,98304347.83,260019057.1
3966,What a Girl Wants,Warner Bros.,Family Comedy,Amanda Bynes,4.546385,Dennie Gordon,1.240814,1,2964,104,2003,9.32E-11,184,32336956.52,73831999.94
3936,Radio,Sony (Revolution),Sports Drama,Ed Harris,9.482665,Mike Tollin,1.000013,1,3074,105,2003,9.62E-11,184,45271739.13,107017260.8
3852,Deliver Us from Eva,Focus Features,Romantic Comedy,LL Cool J,1.856925,Gary Hardwick,1.01512,1,1139,105,2003,3.49E-10,184,4468837.278,35936242.37
3829,Bringing Down the House,Buena Vista,Comedy,Steve Martin,4.050386,Adam Shankman,2.149524,1,2801,105,2003,4.90E-11,184,42684782.61,271392332.8
3818,Anything Else,DreamWorks,Romantic Comedy,Jason Biggs,2.039212,Woody Allen,6.216602,1,1033,108,2003,1.11E-09,184,23282608.7,6568852.719
3812,Agent Cody Banks,MGM,Family Adventure,Frankie Muniz,3.068217,Harald Zwart,1.926524,1,3369,110,2003,7.19E-11,184,36217391.3,98029091.02
3945,School of Rock,Paramount,Comedy,Jack Black,6.233784,Richard Linklater,2.806094,1,2614,110,2003,8.07E-11,184,45271739.13,166170980.8
3843,The Company,Sony Classics,Drama,Neve Campbell,5.714201,Robert Altman,4.083306,1,11,112,2003,2.36E-05,184,19402173.91,4670375.739
3850,Dark Blue,United Artists,Action / Crime,Kurt Russell,5.697005,Ron Shelton,1.194907,1,2176,113,2003,2.82E-10,184,19402173.91,18915940.51
3834,Camp,IFC,Comedy,Daniel Letterle,1.000126,Todd Graff,1.03991,1,3,114,2003,0.0001843002407,184,414462.8169,3332904.804
3948,Shanghai Knights,Buena Vista,Western Comedy,Jackie Chan,9.499882,David Dobkin,1.405989,1,2753,114,2003,5.72E-11,184,64673913.04,123669155.6
3962,Underworld,Sony / Screen Gems,Action Horror,Kate Beckinsale,10.593937,Len Wiseman,1.76253,1,2915,115,2003,3.77E-11,184,28456521.74,106274864
5570,Underworld: Awakening,Sony / Screen Gems,Action Horror,Kate Beckinsale,10.593937,Måns Mårlind and Björn Stein,2.135358,1,2915,115,2003,3.77E-11,184,28456521.74,106274864
5115,Underworld: Rise of the Lycans,Sony / Screen Gems,Action Horror,Rhona Mitra,6.14872,Patrick Tatopoulos,2.110971,1,2915,115,2003,3.77E-11,184,28456521.74,106274864
3884,How to Lose a Guy in 10 Days,Paramount,Romantic Comedy,Kate Hudson,3.701038,Donald Petrie,1.194806,1,2923,116,2003,6.40E-11,184,26907593.73,216377766.4
3956,Tears of the Sun,Sony (Revolution),Action Drama,Bruce Willis,8.831725,Antoine Fuqua,2.27986,1,2973,118,2003,5.06E-11,184,97010869.57,89433447.93
3841,Cold Creek Manor,Buena Vista,Thriller,Dennis Quaid,3.811659,Mike Figgis,1.666249,1,2035,118,2003,1.57E-10,184,5438307.09,43732253.89
3955,Stuck on You,Fox,Comedy,Matt Damon,9.690772,Peter and Bobby Farrelly,1.731697,1,3003,118,2003,1.27E-10,184,8603424.764,69184572.07
3929,Paycheck,Paramount,Sci-Fi Action,Ben Affleck,10.816353,John Woo,2.255472,1,2762,119,2003,1.07E-10,184,77608695.65,109996093.3
3863,The Fighting Temptations,Paramount,Music Drama,Cuba Gooding,3.614902,Jonathan Lynn,1.296787,1,2026,123,2003,1.08E-10,184,38804347.83,61859748.45
3941,Runaway Jury,Fox,Thriller,John Cusack,2.933359,Gary Fleder,1.192458,1,2815,123,2003,1.25E-10,184,77608695.65,101107274.9
3870,Gigli,Sony (Revolution),Crime Comedy,Ben Affleck,10.816353,Martin Brest,2.019253,1,2215,124,2003,1.95E-10,184,69847826.09,12448414.64
3675,The Dancer Upstairs,Fox Searchlight,Drama / Thriller,Javier Bardem,7.824779,John Malkovich,6.231091,1,13,133,2003,1.62E-05,184,604543.3848,4861438.925
3970,X2: X-Men United,Fox,Action / Adventure,Hugh Jackman,13.933749,Bryan Singer,3.974507,1,3741,134,2003,7.85E-12,184,142282608.7,439550629.3
3911,The Matrix Revolutions,Warner Bros.,Sci-Fi Action,Keanu Reeves,20.75785,"Andy Wachowski, Larry Wachowski",2.010844,1,3502,135,2003,1.69E-11,184,194021739.1,284883092.3
3908,Master and Commander: The Far Side of the World,Fox,War,Russell Crowe,7.017846,Peter Weir,1.640807,1,3101,138,2003,4.81E-11,184,194021739.1,192073203.6
3842,Cold Mountain,Miramax,War Romance,Jude Law,6.55814,Anthony Minghella,1.48515,1,2163,155,2003,2.08E-10,184,102184782.6,195567097.3
4043,Garfield: The Movie,Fox,Family Comedy,Bill Murray,7.206658,Peter Hewitt,1.269172,-1,3094,85,2004,5.16E-11,188.9,62996294.34,144340213.6
4085,My Baby s Daddy,Miramax,Comedy,Eddie Griffin,3.33238,Cheryl Dunye,1,-1,1447,86,2004,2.14E-10,188.9,15119110.64,33838488.76
4087,Napoleon Dynamite,Fox Searchlight,Comedy,Jon Heder,1.535433,Jared Hess,1.000401,-1,6,86,2004,5.92E-16,188.9,503970.3547,85300333.85
