Id,title,distributor,Genre,leadActor,Actor popularity,director,Director popularity,Sentiment,rev_totalGross,rev_opening,num_theaters,runtime,rev_postOpening,runtime_mins,releaseYear,rev_opening_ADJ,rev_totalGross_ADJ,CPI,prod_budget_ADJ,CULT_INDEX
3627,The Wedding Planner,Sony / Columbia,Romantic Comedy,Jennifer Lopez,5.68544,Adam Shankman,2.149524,1,92542740.09,13510293,2785,1 hrs. 44 min.,121088999.3,104,2001,20699698.92,141788698.2,177.1,47035573.12,1.19E-10
3615,Sweet November,Warner Bros.,Romance,Keanu Reeves,20.75785,Pat O Connor,1.515118,1,38744986.38,9733954,2268,1 hrs. 55 min.,44449046.04,115,2001,14913808.09,59362854.14,177.1,71225296.44,1.18E-10
3608,Someone Like You,Fox,Romantic Comedy,Ashley Judd,4.569644,Tony Goldwyn,2.653907,1,41893484.8,10010600,2345,1 hrs. 37 min.,48849134.21,97,2001,15337669.29,64186803.49,177.1,30909090.91,1.16E-10
3521,From Hell,Fox,Period Horror,Johnny Depp,24.092727,Albert and Allen Hughes,1.798399,1,48419645.76,11014818,2305,2 hrs. 2 min.,57309539.68,122,2001,16876274.72,74185814.4,177.1,47035573.12,1.13E-10
3476,Ali,Sony / Columbia,Sports Drama,Will Smith,9.818501,Michael Mann,3.844193,1,89175471.59,14710892,2446,2 hrs. 36 min.,114090373.7,156,2001,22539188.1,136629561.8,177.1,143794466.4,1.10E-10
3602,Serendipity,Miramax,Romantic Comedy,John Cusack,2.933359,Peter Chelsom,2.1119,-1,77058078.55,13309241,2601,1 hrs. 30 min.,97672326.1,90,2001,20391658.53,118063984.6,177.1,25533596.84,1.09E-10
3495,Black Knight,Fox,Adventure Comedy,Martin Lawrence,4.939159,Gil Junger,1.000038,-1,51214894.85,11102948,2571,1 hrs. 35 min.,61457232.86,95,2001,17011302.47,78468535.33,177.1,67193675.89,1.05E-10
3534,Heartbreakers,MGM,Crime Comedy,Sigourney Weaver,7.507303,David Mirkin,1.416293,0,61801444.3,11801323,2750,2 hrs. 2 min.,76607328.7,122,2001,18081312.74,94688641.44,177.1,47035573.12,1.05E-10
702,Heartbreakers,MGM,Crime Comedy,Peter Coyote,3.98095,Bobby Roth,1.000006,0,61801444.3,11801323,2750,2 hrs. 2 min.,76607328.7,122,2001,18081312.74,94688641.44,177.1,47035573.12,1.05E-10
3478,Along Came a Spider,Paramount,Thriller,Morgan Freeman,10.531708,Lee Tamahori,2.43471,-1,113498345.2,16712407,2530,1 hrs. 43 min.,148289883.8,103,2001,25605795.01,173895678.8,177.1,80632411.07,1.05E-10
3571,The Musketeer,Universal,Period Action,Tim Roth,5.760918,Peter Hyams,2.238416,1,41480684.14,10312740,2438,1 hrs. 44 min.,47753742.99,104,2001,15800590.93,63554333.92,177.1,53754940.71,1.04E-10
3551,Kiss of the Dragon,Fox,Action,Jet Li,5.698642,Chris Nahon,1.000021,1,56451993.56,13304027,2025,1 hrs. 38 min.,66108848.76,98,2001,20383669.94,86492518.7,177.1,33596837.94,1.03E-10
3573,Not Another Teen Movie,Sony / Columbia,Comedy,Chris Evans,13.05323,Joel Gallen,1.206762,-1,58607963.7,12615116,2365,1 hrs. 29 min.,70467613.08,89,2001,19328159.87,89795772.95,177.1,20158102.77,1.02E-10
3590,Riding in Cars with Boys,Sony / Columbia,Comedy / Drama,Drew Barrymore,5.985069,Penny Marshall,1.991585,1,46217910.51,10404652,2770,2 hrs. 11 min.,54871028.22,131,2001,15941413.24,70812441.47,177.1,8805855.903,1.01E-10
3473,15 Minutes,New Line,Thriller,Robert De Niro,12.722473,John Herzfeld,1.377055,-1,37389727.89,10523154,2337,2 hrs. 0 min.,41163429.27,120,2001,16122975.24,57286404.51,177.1,80632411.07,9.43E-11
3518,Final Fantasy: The Spirits Within,Sony / Columbia,Animation,Ming-Na,4.641661,Hironobu Sakaguchi,1.102063,0,49230553.82,11408853,2649,1 hrs. 48 min.,57948248.76,108,2001,17479992.63,75428241.39,177.1,184110671.9,9.32E-11
83,Score,Paramount,Crime,Casey Donovan,1.12,Radley Metzger,1.051,1,108947171.5,19018807,2129,2 hrs. 3 min.,137783101.3,123,2001,29139529.3,166922630.6,177.1,91383399.21,9.23E-11
3599,The Score,Paramount,Crime,Robert De Niro,12.722473,Frank Oz,3.655057,1,108947171.5,19018807,2129,2 hrs. 3 min.,137783101.3,123,2001,29139529.3,166922630.6,177.1,91383399.21,9.23E-11
3557,Legally Blonde,MGM,Comedy,Reese Witherspoon,7.810618,Robert Luketic,2.101862,1,147883461.2,20377426,2620,1 hrs. 36 min.,195357461.1,96,2001,31221127.69,226578588.8,177.1,24189723.32,8.87E-11
3623,Valentine,Warner Bros.,Horror,Denise Richards,3.732622,Jamie Blanks,1.000623,1,31231408.37,10024648,2310,1 hrs. 36 min.,32491786.43,96,2001,15359192.83,47850979.25,177.1,38972332.02,8.78E-11
3511,Down to Earth,Paramount,Romantic Comedy,Chris Rock,2.754542,"Chris Weitz, Paul Weitz",2.539612,1,98342890.56,17268883,2521,1 hrs. 27 min.,124216961.6,87,2001,26458395.74,150675357.3,177.1,65849802.37,8.54E-11
3515,Evolution,DreamWorks,Sci-Fi Comedy,David Duchovny,5.013749,Ivan Reitman,2.912312,0,58750774.74,13408351,2611,1 hrs. 42 min.,69471070.65,102,2001,20543509.21,90014579.86,177.1,107509881.4,8.17E-11
3588,The Princess Diaries,Buena Vista,Family Comedy,Julie Andrews,2.243298,Garry Marshall,2.87058,-1,165852864.7,22862269,2537,1 hrs. 54 min.,219082019.9,114,2001,35028262.15,254110282,177.1,34940711.46,8.16E-11
3616,Swordfish,Warner Bros.,Action,Hugh Jackman,13.933749,Dominic Sena,1.000403,1,106902156.1,18145632,2678,1 hrs. 39 min.,135987674.4,99,2001,27801700.46,163789374.8,177.1,137075098.8,7.91E-11
3490,Bandits,MGM,Crime Comedy,Bruce Willis,8.831725,Barry Levinson,3.368775,1,63699055.32,13050700,3207,2 hrs. 3 min.,77600515.83,123,2001,19995536.79,97596052.61,177.1,100790513.8,7.61E-11
3513,Driven,Warner Bros.,Sports Drama,Sylvester Stallone,11.153746,Renny Harlin,1.675911,-1,50131813.88,12174504,2905,1 hrs. 57 min.,58156021.2,117,2001,18653079.34,76809100.54,177.1,126324110.7,7.60E-11
3542,Jeepers Creepers,United Artists,Horror,Gina Philips,3.310606,Victor Salva,2.14564,-1,58074610.98,13106108,2944,1 hrs. 30 min.,68898170.64,90,2001,20080429.76,88978600.4,177.1,13438735.18,7.50E-11
3630,Zoolander,Paramount,Comedy,Ben Stiller,9.085143,Ben Stiller,5.124371,1,69210340.18,15525043,2507,1 hrs. 29 min.,82253544.61,89,2001,23786583.74,106040128.3,177.1,37628458.5,7.48E-11
3595,Save the Last Dance,Paramount,Music Drama,Julia Stiles,5.271461,Thomas Carter,1.053199,0,139512341.3,23444930,2230,1 hrs. 53 min.,177831855.2,113,2001,35920982.04,213752837.3,177.1,26581169.24,7.43E-11
3629,What s the Worst That Could Happen?,MGM,Comedy,Martin Lawrence,4.939159,Sam Weisman,1.005505,-1,49441995.66,13049114,2675,1 hrs. 39 min.,55759093.69,99,2001,19993106.81,75752200.5,177.1,80632411.07,7.08E-11
3553,A Knight s Tale,Sony / Columbia,Period Action,Heath Ledger,6.430554,Brian Helgeland,1.979656,-1,86672864.85,16511391,2980,2 hrs. 12 min.,107497401,132,2001,25297809.78,132795210.8,177.1,87351778.66,6.96E-11
3508,Don t Say a Word,Fox,Thriller,Michael Douglas,6.125826,Gary Fleder,1.192458,1,84270372.92,17090474,2802,1 hrs. 53 min.,102929202.3,113,2001,26185047.66,129114249.9,177.1,67193675.89,6.72E-11
3618,Thirteen Ghosts,Warner Bros.,Horror,Tony Shalhoub,4.277964,Steve Beck,1.276595,1,64147695.86,15165355,2781,1 hrs. 31 min.,75047943.67,91,2001,23235490.34,98283434.01,177.1,56442687.75,6.55E-11
3492,Behind Enemy Lines,Fox,Action Thriller,Gene Hackman,5.934036,John Moore,1.12,0,90177010.39,18736133,2770,1 hrs. 48 min.,109457630,108,2001,28706432.35,138164062.4,177.1,53754940.71,6.05E-11
914,Behind Enemy Lines,Fox,Action Thriller,David Carradine,3.173611,Gideon Amir,1.000016,-1,90177010.39,18736133,2770,1 hrs. 48 min.,109457630,108,2001,28706432.35,138164062.4,177.1,53754940.71,6.05E-11
3512,Dr. Dolittle 2,Fox,Family Comedy,Eddie Murphy,6.557699,Steve Carr,2.26921,-1,173059977.4,25037039,3049,1 hrs. 27 min.,226792287.8,87,2001,38360320.47,265152608.2,177.1,94071146.25,5.91E-11
3624,Vanilla Sky,Paramount,Thriller,Tom Cruise,17.84187,Cameron Crowe,1.909663,-1,154161677.1,25015518,2742,2 hrs. 15 min.,197870365.1,135,2001,38327347.22,236197712.3,177.1,91383399.21,5.86E-11
3563,The Mexican,DreamWorks,Crime Comedy,Brad Pitt,15.471204,Gore Verbinski,2.028421,-1,102416139.8,20108829,2951,2 hrs. 3 min.,126106558.4,123,2001,30809598.72,156916157.1,177.1,76600790.51,5.60E-11
3621,Training Day,Warner Bros.,Crime Drama,Denzel Washington,7.858595,Antoine Fuqua,2.27986,-1,117411028.9,22550788,2712,2 hrs. 2 min.,145339440.6,122,2001,34551028.76,179890469.3,177.1,22370220.71,5.56E-11
3485,The Animal,Sony (Revolution),Comedy,Rob Schneider,3.373617,Luke Greenfield,1.000185,-1,88470619.99,19610520,2788,1 hrs. 23 min.,105503510.3,83,2001,30046118.14,135549628.5,177.1,63162055.34,5.39E-11
3516,Exit Wounds,Warner Bros.,Action,Steven Seagal,5.477852,Andrzej Bartkowiak,1.113847,1,79301567.75,18485586,2830,1 hrs. 41 min.,93178772.04,101,2001,28322558.55,121501330.6,177.1,67193675.89,5.35E-11
3598,Scary Movie 2,Miramax,Horror Comedy,Anna Faris,9.118138,Keenen Ivory Wayans,2.221945,0,109255570.4,20503356,3220,1 hrs. 23 min.,135981071.4,83,2001,31414070.44,167395141.8,177.1,60474308.3,5.27E-11
5398,Spy Kids: All the Time in the World,Miramax,Family Adventure,Jessica Alba,6.669279,Robert Rodriguez,3.501322,-1,172701612.2,26546881,3104,1 hrs. 28 min.,223929927.5,88,2001,40673614.1,264603541.6,177.1,47035573.12,5.15E-11
3611,Spy Kids,Miramax,Family Adventure,Alexa Vega,3.165568,Robert Rodriguez,3.501322,-1,172701612.2,26546881,3104,1 hrs. 28 min.,223929927.5,88,2001,40673614.1,264603541.6,177.1,47035573.12,5.15E-11
3604,Shallow Hal,Fox,Fantasy Comedy,Jack Black,6.233784,Peter and Bobby Farrelly,1.731697,-1,108535778.9,22518295,2770,1 hrs. 53 min.,131791073.5,113,2001,34501244.84,166292318.4,177.1,53754940.71,5.04E-11
3610,Spy Game,Universal,Action Thriller,Robert Redford,5.552604,Tony Scott,2.568209,-1,95548350.86,21689125,2770,2 hrs. 6 min.,113162885.3,126,2001,33230837.95,146393723.3,177.1,154545454.5,4.79E-11
3606,Shrek,DreamWorks,Animation,Mike Myers,4.562793,"Andrew Adamson, Vicky Jenson",2.49099,1,410101034.7,42347760,3587,1 hrs. 30 min.,563450553,90,2001,64882818,628333371,177.1,80632411.07,4.16E-11
3576,Ocean s Eleven,Warner Bros.,Crime Comedy,George Clooney,10.262565,Steven Soderbergh,3.673298,-1,281021276.3,38107822,3075,1 hrs. 56 min.,372178113.8,116,2001,58386627.28,430564741.1,177.1,114229249,4.11E-11
3480,America s Sweethearts,Sony (Revolution),Romantic Comedy,Julia Roberts,8.000752,Joe Roth,2.072007,1,143420327.6,30181877,3011,1 hrs. 42 min.,173497483.2,102,2001,46242947.26,219740430.4,177.1,61818181.82,3.41E-11
3482,American Pie 2,Universal,Comedy,Jason Biggs,2.039212,James Rogers,1.64,1,222319436.6,45117985,3063,1 hrs. 44 min.,271497938.4,104,2001,69127198.45,340625136.8,177.1,40316205.53,2.33E-11
3567,"Monsters, Inc.",Buena Vista,Animation,John Goodman,6.352456,Peter Docter,2.317754,1,392034372.3,62577067,3237,1 hrs. 30 min.,504775657.1,90,2001,95877006.23,600652663.3,177.1,154545454.5,2.02E-11
3583,Pearl Harbor,Buena Vista,War,Ben Affleck,10.816353,Michael Bay,4.253741,0,304195556,59078912,3214,3 hrs. 3 min.,375553715.2,183,2001,90517333.03,466071048.2,177.1,188142292.5,1.77E-11
3593,Rush Hour 2,New Line,Action Comedy,Jackie Chan,9.499882,Brett Ratner,2.838137,-1,346515995.3,67408222,3118,1 hrs. 30 min.,427632981.3,90,2001,103279025.9,530912007.1,177.1,120948616.6,1.60E-11
3530,Hannibal,MGM,Thriller,Anthony Hopkins,11.137795,Ridley Scott,6.305603,0,252944939.2,58003121,3230,2 hrs. 11 min.,298678714.3,131,2001,88869067.53,387547781.8,177.1,116916996,1.52E-11
3570,The Mummy Returns,Universal,Period Adventure,Brendan Fraser,5.270638,Stephen Sommers,2.259153,0,309523170.6,68139035,3401,2 hrs. 10 min.,369834979.2,130,2001,104398735.8,474233714.9,177.1,131699604.7,1.28E-11
3568,Moulin Rouge!,Fox,Musical,Nicole Kidman,8.728378,Baz Luhrmann,2.533526,-1,87924480.01,18200112001,2,2 hrs. 7 min.,-27750458738,127,2001,27885171602,134712864,177.1,67193675.89,8.66E-14
3592,The Royal Tenenbaums,Buena Vista,Comedy,Gene Hackman,5.934036,Wes Anderson,3.756489,0,80229143.89,14200142002,5,1 hrs. 49 min.,-21633723629,109,2001,21756646139,122922509.8,177.1,28221343.87,5.19E-14
3541,In the Bedroom,Miramax,Drama,Tom Wilkinson,3.881453,Todd Field,1.006252,-1,55050818.27,23200182002,4,2 hrs. 10 min.,-35461647421,130,2001,35545993139,84345717.99,177.1,22845849.8,1.67E-14
3566,Monster s Ball,Lions Gate,Drama,Billy Bob Thornton,7.219093,Marc Forster,2.354073,-1,47916116.21,26200112002,7,1 hrs. 51 min.,-40068900125,111,2001,40142314460,73414335.19,177.1,5375494.071,6.51E-15
3488,Atlantis: The Lost Empire,Buena Vista,Animation,Michael J. Fox,6.370772,"Gary Trousdale, Kirk Wise",1.079484,0,128786523.2,82001152001,2,1 hrs. 35 min.,-1.25E+11,95,2001,1.26E+11,197319351.6,177.1,161264822.1,6.25E-15
3558,Life as a House,New Line,Drama,Kevin Kline,4.40648,Irwin Winkler,1.133784,0,24004495.82,26200192001,29,2 hrs. 4 min.,-40105658713,124,2001,40142437030,36778316.81,177.1,36284584.98,7.87E-16
3494,Black Hawk Down,Sony (Revolution),War,Josh Hartnett,5.144174,Ridley Scott,6.305603,-1,166450077.2,2.82E+11,4,2 hrs. 24 min.,-4.32E+11,144,2001,4.32E+11,255025296.8,177.1,123636363.6,3.42E-16
3540,I Am Sam,New Line,Drama,Sean Penn,3.381866,Jessie Nelson,1.00128,0,61763516.1,2.82E+11,2,2 hrs. 12 min.,-4.32E+11,132,2001,4.32E+11,94630530.02,177.1,36284584.98,2.53E-16
3528,Gosford Park,USA Films,Period Drama,Michael Gambon,5.749738,Robert Altman,4.083306,-1,63290699.41,2.62E+11,9,2 hrs. 17 min.,-4.01E+11,137,2001,4.01E+11,96970393.03,177.1,266086956.5,6.69E-17
3362,The Girl,Artistic License,Unknown,Claire Keim,1.000064,Sande Zeig,1.000122,-1,160695.7393,252001,,1 hrs. 24 min.,-139892.703,84,2001,386101.5321,246208.8291,177.1,30616.90204,
348,Nijinsky,Wellspring,Unknown,Alan Bates,2.476091,Herbert Ross,2.570075,0,82794.04138,3393,1,1 hrs. 35 min.,117458.7819,95,2002,5019.3,122478.0819,179.9,15230.73927,0.004861519908
3649,Biggie & Tupac,Roxie,Documentary,deaths of Biggie Smalls and Tupac Shakur,4.05026,Nick Broomfield,1.000308,1,140348.0897,5728,1,1 hrs. 47 min.,199144.8912,107,2002,8473.489655,207618.3809,179.9,25818.34548,0.002891619819
3795,The Trials of Henry Kissinger,First Run,Documentary,the alleged war crimes of Henry Kissinger,2.039212,Eugene Jarecki,1.019656,0,764398.1172,14667,1,1 hrs. 20 min.,1109084.998,80,2002,21697.04483,1130782.042,179.9,140618.2152,0.002402026146
3565,Monsoon Wedding,USA Films,Foreign,Naseeruddin Shah,2.389315,Mira Nair,1.670326,0,20541653.15,68546,2,1 hrs. 54 min.,30286079.2,114,2002,101400.8069,30387480.01,179.9,3778830.538,0.001477685013
3483,Amy s Orgasm,Magic Lamp,Romantic Comedy,Julie Davis,1.457699,Julie Davis,1.174278,1,177020.1931,9750,1,1 hrs. 25 min.,247444.527,85,2002,14423.27586,261867.8029,179.9,32564.51885,0.001258792899
16,Zig Zag,Silver Nitrate,Drama,George Kennedy,2.56225,Richard A. Colla,1.000021,-1,3576.972414,1649,1,1 hrs. 41 min.,2852.069536,101,2002,2439.382759,5291.452295,179.9,658.0154962,0.0008892318001
3809,Zig Zag,Silver Nitrate,Drama,John Leguizamo,4.892873,David S. Goyer,4.890876,-1,3576.972414,1649,1,1 hrs. 41 min.,2852.069536,101,2002,2439.382759,5291.452295,179.9,658.0154962,0.0008892318001
3532,Harvard Man,Cowboy,Crime Comedy,Adrien Grenier,3.345736,James Toback,1.774208,0,83807.36897,8425,1,1 hrs. 34 min.,111513.9182,94,2002,12463.18966,123977.1079,179.9,15417.14347,0.0007981473818
3743,Personal Velocity: Three Portraits,MGM,Drama,Kyra Sedgwick,3.895718,Rebecca Miller,1.821339,1,1200163.003,29943,2,1 hrs. 25 min.,1731118.557,85,2002,44294.98966,1775413.546,179.9,220781.2506,0.0004524393027
3491,Bartleby,Outrider,Unknown,David Paymer,2.610851,Jonathan Parker,1.168,1,219646.5207,14599,2,1 hrs. 22 min.,303328.9185,82,2002,21596.45172,324925.3703,179.9,40406.02672,0.0003483283488
3667,The Cockettes,Strand,Documentary,the career of The Cockettes,3.459159,"Bill Weber, David Weissman",1.022681,0,325692.3621,17118,3,1 hrs. 38 min.,456477.246,98,2002,25322.83448,481800.0804,179.9,59914.15488,0.0002504499682
3631,25th Hour,Buena Vista,Crime Drama,Edward Norton,8.767156,Spike Lee,3.296902,0,19356176.74,108865,5,2 hrs. 14 min.,28472747.37,134,2002,161045.1207,28633792.49,179.9,6614785.992,0.0002208074522
3749,The Quiet American,Miramax,Drama / Thriller,Michael Caine,6.610823,Phillip Noyce,1.220507,1,19214467.69,101663,6,1 hrs. 58 min.,28273769.69,118,2002,150391.1276,28424160.82,179.9,39688715.95,0.0002094555971
3661,Chelsea Walls,Lions Gate,Unknown,Kris Kristofferson,2.303284,Ethan Hawke,6.398761,-1,90092.95862,10003,3,1 hrs. 49 min.,118477.9043,109,2002,14797.54138,133275.4457,179.9,16573.43473,0.0002028849175
3670,Comedian,Miramax,Documentary,the stand-up comedy of Jerry Seinfeld,3.411559,Christian Charles,1.001439,1,4071044.317,60224,4,1 hrs. 40 min.,5933247.987,100,2002,89089.98621,6022337.973,179.9,748906.8747,0.0001896912724
4475,The Last Kiss,ThinkFilm,Foreign,Zach Braff,3.298453,Tony Goldwyn,2.653907,0,1551722.586,33561,5,1 hrs. 52 min.,2245832.14,112,2002,49647.13448,2295479.274,179.9,285453.9431,0.0001862580266
3736,Nicholas Nickleby,MGM,Period Drama,Charlie Hunnam,8.004323,Douglas McGrath,1.536979,0,2347921.438,42864,5,2 hrs. 12 min.,3409895.313,132,2002,63409.15862,3473304.472,179.9,431922.2104,0.0001727702136
3756,Roger Dodger,Artisan,Comedy / Drama,Campbell Scott,3.709695,Dylan Kidd,1.000337,1,1874031.766,47431,4,1 hrs. 44 min.,2702109.408,104,2002,70165.16897,2772274.577,179.9,344745.7341,0.0001407774519
3725,The Man from Elysian Fields,IDP,Drama,Andy García,4.662169,George Hickenlooper,1.000001,1,2122834.014,46353,6,1 hrs. 46 min.,3071759.845,106,2002,68570.47241,3140330.317,179.9,390515.2533,0.0001113140024
3737,Night at the Golden Eagle,Keystone,Crime Drama,Donnie Mantemarano,3.118559,Adam Rifkin,1.526959,1,26099.47241,7380,3,1 hrs. 27 min.,27691.90919,87,2002,10917.31034,38609.21954,179.9,4801.233645,0.0001079787898
3529,The Grey Zone,Lions Gate,Unknown,Harvey Keitel,3.458559,Tim Blake Nelson,2.639176,-1,766093.4069,24526,8,1 hrs. 48 min.,1097008.336,108,2002,36281.56552,1133289.902,179.9,140930.0661,0.0001076165328
4461,Invincible,Fine Line,Unknown,Mark Wahlberg,10.552197,Ericson Core,1.000011,-1,121235.4,14293,4,2 hrs. 15 min.,158200.9986,135,2002,21143.78276,179344.7814,179.9,22302.3743,0.0001002913268
3789,Tadpole,Miramax,Romantic Comedy,Aaron Stanford,2.837805,Gary Winick,1.195812,0,4277112.248,80682,6,1 hrs. 18 min.,6207822.678,78,2002,119353.7172,6327176.395,179.9,786814.9838,7.40E-05
3676,The Dangerous Lives of Altar Boys,ThinkFilm,Drama,Emile Hirsch,4.429626,Peter Care,1.000048,1,2686226.4,55000,9,1 hrs. 45 min.,3892400.433,105,2002,81362.06897,3973762.502,179.9,494156.5788,6.67E-05
3600,Scratch,Palm,Documentary,Hip hop music and disc jockeys,1.883811,Doug Pray,1.000337,-1,428829.8793,29677,5,1 hrs. 32 min.,590470.9835,92,2002,43901.4931,634372.4766,179.9,78887.25553,6.58E-05
3655,Bowling for Columbine,United Artists,Documentary,the Columbine High School massacre,2.641165,Michael Moore,2.212627,1,31917626.63,209148,8,2 hrs. 0 min.,46906680.45,120,2002,309394.8,47216075.25,179.9,5291828.794,6.17E-05
3767,The Singles Ward,Halestorm,Romantic Comedy,Will Swenson,1.000021,Kurt Hale,1.071417,0,1850318.421,43149,11,1 hrs. 50 min.,2673364.419,110,2002,63830.76207,2737195.181,179.9,340383.4468,6.11E-05
3690,Far from Heaven,Focus Features,Period Drama,Julianne Moore,10.802708,Todd Haynes,1.529591,0,23523769.73,211279,6,1 hrs. 47 min.,34486408.7,107,2002,312547.2103,34798955.91,179.9,178599221.8,5.94E-05
2040,The Crush,Sony Classics,Romantic Comedy,Cary Elwes,4.056165,Alan Shapiro,1.000408,0,1604955.569,46469,10,1 hrs. 52 min.,2305485.304,112,2002,68742.07241,2374227.376,179.9,7937743.191,5.02E-05
3612,Storytelling,Fine Line,Comedy / Drama,Paul Giamatti,2.644065,Todd Solondz,1.000011,-1,1363103.121,73688,4,1 hrs. 27 min.,1907445.127,87,2002,109007.4207,2016452.548,179.9,250755.5598,4.24E-05
3747,Pumpkin,MGM,Comedy,Christina Ricci,7.207417,"Anthony Abrams, Adam Larson Broder",1.2,-1,456444.1655,30514,8,1 hrs. 53 min.,630082.9,113,2002,45139.67586,675222.5759,179.9,15875486.38,4.14E-05
3784,Sunshine State,Sony / Columbia,Drama,Angela Bassett,7.595557,John Sayles,1.297448,-1,4535448.652,93072,10,2 hrs. 21 min.,6571653.737,141,2002,137682.3724,6709336.109,179.9,834338.382,3.54E-05
3517,Festival in Cannes,Paramount Classics,Unknown,Anouk Aimée,3.323485,Henry Jaglom,1.007986,1,442566.7552,41006,6,1 hrs. 40 min.,594032.9792,100,2002,60660.6,654693.5792,179.9,81414.2676,2.97E-05
3503,The Cat s Meow,Lions Gate,Period Drama,Kirsten Dunst,8.106726,Peter Bogdanovich,2.274772,0,4747818.445,111037,11,1 hrs. 52 min.,6859238.758,112,2002,164258.1828,7023496.941,179.9,873405.7815,2.37E-05
3689,Evelyn,MGM,Period Drama,Sophie Vavasseur,1.883858,Bruce Beresford,2.273361,0,2200688.638,65344,15,1 hrs. 33 min.,3158837.413,93,2002,96664.05517,3255501.468,179.9,404837.3186,2.32E-05
3376,How to Kill Your Neighbor s Dog,Artistic License,Unknown,Kenneth Branagh,6.655474,Michael Kalesniko,1.728,-1,73808.71034,18956,6,1 hrs. 45 min.,81144.18185,105,2002,28041.8069,109185.9888,179.9,23813229.57,2.31E-05
3673,Crazy as Hell,Artistic License,Unknown,Eriq La Salle,2.073135,Eriq La Salle,1.498422,0,32069.96897,13341,7,1 hrs. 53 min.,27705.95754,113,2002,19735.47931,47441.43685,179.9,23813229.57,1.74E-05
3641,Auto Focus,Sony Classics,Drama,Greg Kinnear,2.385849,Paul Schrader,1.907227,-1,3052107.186,123761,11,1 hrs. 45 min.,4331932.806,105,2002,183080.9276,4515013.734,179.9,561463.7015,1.22E-05
3764,Secretary,Lions Gate,Romance,James Spader,3.971583,Steven Shainberg,1.575842,-1,6005526.621,182306,11,1 hrs. 51 min.,8614350.504,111,2002,269687.1517,8884037.656,179.9,1104772.952,1.11E-05
3805,Welcome to Collinwood,Warner Bros.,Crime Comedy,William H. Macy,4.371691,"Anthony Russo, Joe Russo",3.572464,-1,497965.4483,75180,16,1 hrs. 26 min.,625430.8873,86,2002,111214.5517,736645.439,179.9,79377431.91,3.72E-06
3750,Real Women Have Curves,Newmarket,Comedy / Drama,America Ferrera,4.381039,Patricia Cardoso,1,0,8658690.434,183772,55,1 hrs. 33 min.,12537034.51,93,2002,271855.8207,12808890.33,179.9,1592847.43,3.15E-06
3728,Moonlight Mile,Buena Vista,Drama,Jake Gyllenhaal,7.304084,Brad Silberling,1.889168,1,10112352.5,329771,22,1 hrs. 51 min.,14471474.01,111,2002,487833.6517,14959307.66,179.9,27782101.17,2.86E-06
3781,Stolen Summer,Miramax,Unknown,Adiel Stein,1,Pete Jones,1.002076,-1,199316.3586,61613,13,1 hrs. 31 min.,203706.0029,91,2002,91144.74828,294850.7512,179.9,23813229.57,2.73E-06
3552,Kissing Jessica Stein,Fox Searchlight,Romantic Comedy,Jennifer Westfeldt,1.617976,Charles Herman-Wurmfeld,1.059956,1,10393223.23,346999,26,1 hrs. 36 min.,14861483.44,96,2002,513319.2103,15374802.65,179.9,1322957.198,2.24E-06
3760,The Salton Sea,Warner Bros.,Crime Thriller,Val Kilmer,7.277254,D. J. Caruso,3.397228,-1,1131012.641,166309,15,1 hrs. 43 min.,1427096.076,103,2002,246022.6241,1673118.701,179.9,208060.2014,1.84E-06
5093,The Road,Media Partners,Unknown,Charlize Theron,12.618826,John Hillcoat,1.345936,-1,202221.7241,73636,17,2 hrs. 30 min.,190218.1919,150,2002,108930.4966,299148.6885,179.9,37200.48959,1.48E-06
3734,New Best Friend,Sony / Columbia,Unknown,Mia Kirshner,2.076365,Zoe Clarke-Williams,1.000002,0,68603.01724,28658,100,1 hrs. 31 min.,59091.07723,91,2002,42394.07586,101485.1531,179.9,12620.13175,5.65E-07
3778,State Property,Lions Gate,Crime Drama,Beanie Sigel,1.041489,Abdul Malik Abbott,1.12,0,3116667.248,452028,61,1 hrs. 28 min.,3941828.405,88,2002,668689.6966,4610518.102,179.9,573339.6793,1.69E-07
3803,Waking Up in Reno,Miramax,Romantic Comedy,Natasha Richardson,2.971833,Jordan Brady,1.00022,0,395137.1069,108930,197,1 hrs. 40 min.,423389.134,100,2002,161141.2759,584530.4099,179.9,72689.04302,1.14E-07
3645,Below,Dimension Films,Period Horror,Bruce Greenwood,3.595927,David Twohy,2.686411,-1,895814.131,201431,168,1 hrs. 45 min.,1027208.149,105,2002,297978.9621,1325187.111,179.9,164793.1709,8.88E-08
3790,Time Changer,Five & Two Pictures,Sci-Fi Adventure,D. David Morin,1.00273,Rich Christiano,1.000408,1,1901160.838,300103,169,1 hrs. 39 min.,2368461.422,99,2002,443945.4724,2812406.895,179.9,1091439.689,8.44E-08
3539,Human Nature,Fine Line,Comedy,Patricia Arquette,4.797634,Michel Gondry,1.545916,0,1043369.421,297340,224,1 hrs. 36 min.,1103609.04,96,2002,439858.1379,1543467.178,179.9,191937.224,3.56E-08
3787,Swept Away,Sony / Screen Gems,Romantic Comedy,Madonna,4.352938,Guy Ritchie,5.176194,0,885581.7414,354052,196,1 hrs. 30 min.,786297.445,90,2002,523752.7862,1310050.231,179.9,13229571.98,2.44E-08
